priority,eventId,title,category,currentPolicyGeoType,currentMarkerSummary,currentRegionSummary,issue,agentRecommendation,allowedDecisions,reviewerDecision,approvedGeoType,approvedMarkers,approvedProvinceNames,approvedGadmRefs,reviewer,reviewDate,reviewerNote
P1,philippin-ban-hanh-sac-lenh-1596-tuyen-bo-chu-quyen-truong-sa,Phi-líp-pin ban hành Sắc lệnh 1596 tuyên bố chủ quyền đối với hầu hết các đảo thuộc quần đảo Trường Sa,island/border/transnational,no_location,,,island/border/transnational,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",ACCEPT_POLICY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Fail-closed no_location retained for high-risk island/border/transnational event. Official external evidence not collected this round; geometry is not restored without it.
P1,philippin-chiem-dong-9-dao-truong-sa,Phi-líp-pin chiếm đóng 9 đảo thuộc quần đảo Trường Sa,island/border/transnational,no_location,,,island/border/transnational,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",ACCEPT_POLICY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Fail-closed no_location retained for high-risk island/border/transnational event. Official external evidence not collected this round; geometry is not restored without it.
P1,philippin-tuyen-bo-quyen-khai-thac-lap-nghiep-truong-sa,"Phi-líp-pin tuyên bố có quyền khai thác, lập nghiệp tại nhóm đảo Trường Sa",island/border/transnational,no_location,,,island/border/transnational,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",ACCEPT_POLICY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Fail-closed no_location retained for high-risk island/border/transnational event. Official external evidence not collected this round; geometry is not restored without it.
P1,phong-trao-dong-khoi,Phong trào Đồng khởi,multi-point integrity flag: B_duplicate_coordinates,multi_point,Bắc Ái (Ninh Thuận)(high); Bắc Ái (Ninh Thuận)(high); Trà Bồng (Quảng Ngãi)(high); Vĩnh Thạnh (Bình Định)(high),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_MULTI_POINT,multi_point,"[{""name"": ""Bắc Ái (Ninh Thuận)"", ""lat"": 11.75, ""lng"": 108.7, ""confidence"": ""high""}, {""name"": ""Trà Bồng (Quảng Ngãi)"", ""lat"": 15.25, ""lng"": 108.45, ""confidence"": ""high""}, {""name"": ""Vĩnh Thạnh (Bình Định)"", ""lat"": 14.3, ""lng"": 108.7, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Distinct high-confidence named localities retained after deduplicating the serialization artifact; no region evidence added. Not claimed as fully verified history.
P1,phong-trao-tay-son,Phong trào Tây Sơn,multi-point integrity flag: B_duplicate_coordinates,multi_point,"Ngọc Hồi - Đống Đa(medium); Ngọc Hồi - Đống Đa(medium); Phú Xuân(high); Đàng Trong(low); Quy Nhơn(high); Thăng Long(high); Đồ Bàn (Quy Nhơn, Bình Định)(high); Tây Sơn thượng đạo (An Khê, Gia Lai)(high); Rạch Gầm – Xoài Mút(high)",,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",DISABLE_GEOMETRY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Marker provenance insufficient or fewer than two independent locations after dedup. Fail-closed no_location applied.
P1,quan-doi-sai-gon-that-bai-bao-ve-hoang-sa,Quân đội Sài Gòn thất bại trong chiến đấu bảo vệ quần đảo Hoàng Sa,island/border/transnational,no_location,,,island/border/transnational,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",ACCEPT_POLICY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Fail-closed no_location retained for high-risk island/border/transnational event. Official external evidence not collected this round; geometry is not restored without it.
P1,quan-giai-phong-mien-nam-viet-nam-tiep-quan-truong-sa,Quân giải phóng miền Nam Việt Nam tiếp quản các đảo và triển khai lực lượng thực thi chủ quyền đối với quần đảo Trường Sa,island/border/transnational,no_location,,,island/border/transnational,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",ACCEPT_POLICY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Fail-closed no_location retained for high-risk island/border/transnational event. Official external evidence not collected this round; geometry is not restored without it.
P1,quan-li-hanh-chinh-chinh-quyen-sai-gon-hoang-sa-truong-sa,Quản lí hành chính của chính quyền Sài Gòn đối với quần đảo Hoàng Sa và quần đảo Trường Sa,island/border/transnational,no_location,,,island/border/transnational,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",ACCEPT_POLICY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Fail-closed no_location retained for high-risk island/border/transnational event. Official external evidence not collected this round; geometry is not restored without it.
P1,quoc-hoi-khoa-vi-doi-ten-sai-gon-thanh-thanh-pho-ho-chi-minh,Quốc hội khoá VI quyết định đổi tên Sài Gòn thành Thành phố Hồ Chí Minh,multi-point integrity flag: B_duplicate_only_one_distinct,multi_point,Sài Gòn – Gia Định(high); Sài Gòn – Gia Định(high),,multi-point integrity flag: B_duplicate_only_one_distinct,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_POINT,point,"[{""name"": ""Sài Gòn – Gia Định"", ""lat"": 10.7769, ""lng"": 106.7009, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Single distinct named locality with high confidence retained as a point; the duplicated marker artifact is removed. Not claimed as fully verified history.
P1,su-ra-doi-nha-nuoc-au-lac,Sự ra đời của Nhà nước Âu Lạc,multi-point integrity flag: B_duplicate_coordinates,multi_point,Đông Anh(high); Đông Anh(high); Cổ Loa(high),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_MULTI_POINT,multi_point,"[{""name"": ""Đông Anh"", ""lat"": 21.13, ""lng"": 105.88, ""confidence"": ""high""}, {""name"": ""Cổ Loa"", ""lat"": 21.1139, ""lng"": 105.8783, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Distinct high-confidence named localities retained after deduplicating the serialization artifact; no region evidence added. Not claimed as fully verified history.
P1,su-ra-doi-nha-nuoc-van-lang,Sự ra đời của Nhà nước Văn Lang,multi-point integrity flag: B_duplicate_coordinates,multi_point,Việt Trì(high); Việt Trì(high); Phong Châu(high),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_MULTI_POINT,multi_point,"[{""name"": ""Việt Trì"", ""lat"": 21.3294, ""lng"": 105.3889, ""confidence"": ""high""}, {""name"": ""Phong Châu"", ""lat"": 21.37, ""lng"": 105.25, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Distinct high-confidence named localities retained after deduplicating the serialization artifact; no region evidence added. Not claimed as fully verified history.
P1,thanh-lap-huyen-hoang-sa-va-huyen-truong-sa,Thành lập huyện Hoàng Sa và huyện Trường Sa,island/border/transnational,no_location,,,island/border/transnational,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",ACCEPT_POLICY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Fail-closed no_location retained for high-risk island/border/transnational event. Official external evidence not collected this round; geometry is not restored without it.
P1,thanh-lap-lang-xa-huyen-tien-hai-thai-binh,Thành lập làng xã thuộc huyện Tiền Hải (Thái Bình),multi-point integrity flag: B_duplicate_only_one_distinct,multi_point,huyện Tiền Hải(high); huyện Tiền Hải(high),,multi-point integrity flag: B_duplicate_only_one_distinct,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_POINT,point,"[{""name"": ""huyện Tiền Hải"", ""lat"": 20.3, ""lng"": 106.4, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Single distinct named locality with high confidence retained as a point; the duplicated marker artifact is removed. Not claimed as fully verified history.
P1,thanh-lap-uy-ban-khang-chien-nam-bo-1945,Thành lập Uỷ ban kháng chiến Nam Bộ,multi-point integrity flag: B_duplicate_only_one_distinct,multi_point,phía Nam vĩ tuyến 16(low); phía Nam vĩ tuyến 16(low),,multi-point integrity flag: B_duplicate_only_one_distinct,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",DISABLE_GEOMETRY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Multi-point contract violated: only one distinct coordinate and/or marker provenance insufficient. Fail-closed no_location applied.
P1,thanh-lap-va-hoat-dong-doi-dan-binh-hoang-sa-bac-hai,Thành lập và hoạt động của các đội dân binh Hoàng Sa và Bắc Hải,island/border/transnational;multi-point integrity flag: B_duplicate_coordinates,multi_point,Hà Tiên(high); Hà Tiên(high); xã An Vĩnh(high); cù lao Côn Lôn(high),,island/border/transnational; multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",DISABLE_GEOMETRY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,High-risk island/border/transnational event without confirmed official external evidence this round. Geometry disabled per fail-closed policy; historicalLocations preserved as context.
P1,thi-diem-chia-lai-ruong-dat-minh-mang,Thí điểm chia lại ruộng đất dưới thời Minh Mạng,multi-point integrity flag: B_duplicate_coordinates,multi_point,Gia Định(high); Gia Định(high); Nam Kì(medium),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",DISABLE_GEOMETRY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Marker provenance insufficient or fewer than two independent locations after dedup. Fail-closed no_location applied.
P1,thoi-gia-long-tri-vi,Thời Gia Long trị vì,multi-point integrity flag: B_duplicate_coordinates,multi_point,Bắc Thành(high); Bắc Thành(high); Gia Định Thành(high),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_MULTI_POINT,multi_point,"[{""name"": ""Bắc Thành"", ""lat"": 21.0285, ""lng"": 105.8542, ""confidence"": ""high""}, {""name"": ""Gia Định Thành"", ""lat"": 10.7758, ""lng"": 106.6996, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Distinct high-confidence named localities retained after deduplicating the serialization artifact; no region evidence added. Not claimed as fully verified history.
P1,tong-tien-cong-va-noi-day-xuan-1975,Cuộc Tổng tiến công và nổi dậy Xuân 1975,multi-point integrity flag: B_duplicate_coordinates,multi_point,Xuân Lộc(high); Xuân Lộc(high); Phan Rang(high); Dinh Độc Lập(high); Sài Gòn – Gia Định(high),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_MULTI_POINT,multi_point,"[{""name"": ""Xuân Lộc"", ""lat"": 10.9, ""lng"": 107.3, ""confidence"": ""high""}, {""name"": ""Phan Rang"", ""lat"": 11.5667, ""lng"": 108.9833, ""confidence"": ""high""}, {""name"": ""Dinh Độc Lập"", ""lat"": 10.7792, ""lng"": 106.695, ""confidence"": ""high""}, {""name"": ""Sài Gòn – Gia Định"", ""lat"": 10.7769, ""lng"": 106.7009, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Distinct high-confidence named localities retained after deduplicating the serialization artifact; no region evidence added. Not claimed as fully verified history.
P1,trung-quoc-danh-chiem-dao-gac-ma-len-dao-chu-thap-va-mot-so-dao-khac-truong-sa,"Trung Quốc đánh chiếm đảo Gạc Ma, Len Đao, Chữ Thập và chiếm đóng trái phép một số đảo khác trên quần đảo Trường Sa",island/border/transnational,no_location,,,island/border/transnational,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",ACCEPT_POLICY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Fail-closed no_location retained for high-risk island/border/transnational event. Official external evidence not collected this round; geometry is not restored without it.
P1,trung-quoc-danh-chiem-toan-bo-hoang-sa,Trung Quốc đánh chiếm toàn bộ quần đảo Hoàng Sa,island/border/transnational,no_location,,,island/border/transnational,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",ACCEPT_POLICY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Fail-closed no_location retained for high-risk island/border/transnational event. Official external evidence not collected this round; geometry is not restored without it.
P1,trung-quoc-tu-choi-boi-thuong-vu-tau-dam-hoang-sa,Trung Quốc từ chối bồi thường vụ tàu đắm ở Hoàng Sa,island/border/transnational,no_location,,,island/border/transnational,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",ACCEPT_POLICY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Fail-closed no_location retained for high-risk island/border/transnational event. Official external evidence not collected this round; geometry is not restored without it.
P1,viet-nam-danh-chiem-nua-phia-dong-hoang-sa,Việt Nam (chính quyền Sài Gòn) đánh chiếm nửa phía đông của quần đảo Hoàng Sa (nhóm An Vĩnh),island/border/transnational,no_location,,,island/border/transnational,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",ACCEPT_POLICY,no_location,[],[],[],Project owner — delegated policy approval,2026-08-04,Fail-closed no_location retained for high-risk island/border/transnational event. Official external evidence not collected this round; geometry is not restored without it.
P1,xoa-bo-gia-dinh-thanh-chia-thanh-12-tinh,"Xoá bỏ Gia Định Thành, chia thành 12 tỉnh",multi-point integrity flag: B_duplicate_coordinates,multi_point,Gia Định Thành(high); Gia Định Thành(high); Phụng Thiên(high),,multi-point integrity flag: B_duplicate_coordinates,Review policy candidate geometry; no autonomous approval.,"['ACCEPT_POLICY', 'KEEP_MARKERS', 'SET_POINT', 'SET_MULTI_POINT', 'SET_MULTI_POLYGON', 'SET_MIXED', 'SET_NATIONWIDE', 'DISABLE_GEOMETRY', 'NEED_MORE_EVIDENCE']",SET_MULTI_POINT,multi_point,"[{""name"": ""Gia Định Thành"", ""lat"": 10.7758, ""lng"": 106.6996, ""confidence"": ""high""}, {""name"": ""Phụng Thiên"", ""lat"": 21.0285, ""lng"": 105.8542, ""confidence"": ""high""}]",[],[],Project owner — delegated policy approval,2026-08-04,Distinct high-confidence named localities retained after deduplicating the serialization artifact; no region evidence added. Not claimed as fully verified history.
